212,86,19,0
296,7,12,0
200,37,12,0
13,50,68,0
97,166,59,0
139,103,88,0
222,173,94,0
131,173,37,0
226,54,78,0
75,40,50,0
177,27,119,0
105,89,133,0
169,32,135,0
7,131,123,0
8,156,54,0
98,27,60,0
84,66,94,0
232,173,48,0
150,10,129,0
171,138,64,0
178,27,82,0
136,108,50,0
33,102,19,0
198,125,108,0
30,66,128,0
257,104,142,0
3,172,70,0
98,91,19,0
148,83,137,0
155,98,78,0
105,33,9,0
14,131,33,0
27,68,76,0
279,163,79,0
269,161,66,0
28,36,137,0
35,73,55,0
227,148,56,0
132,171,114,0
225,38,100,0
168,109,47,0
231,90,113,0
187,157,95,0
66,20,136,0
54,109,31,0
4,135,119,0
223,46,92,0
4,126,126,0
181,49,9,0
181,77,38,0
45,100,18,0
50,96,135,0
217,103,136,0
242,86,98,0
108,2,9,0
135,55,149,0
193,44,131,0
292,148,106,0
299,56,29,0
172,173,124,0
21,35,70,0
133,85,52,0
19,69,105,0
278,64,91,0
213,41,76,0
218,156,83,0
276,18,81,0
115,63,130,0
202,89,99,0
27,35,98,0
169,135,112,0
296,65,57,0
138,50,107,0
171,170,5,0
138,150,138,0
20,81,97,0
69,74,10,0
20,104,103,0
26,60,47,0
120,34,103,0
73,3,138,0
129,7,148,0
212,97,103,0
32,109,24,0
282,92,23,0
40,37,74,0
264,95,55,0
29,146,16,0
241,95,70,0
61,128,59,0
67,29,115,0
96,92,134,0
195,94,22,0
235,47,47,0
132,87,69,0
269,141,43,0
158,32,111,0
170,72,147,0
286,129,102,0
273,8,103,0
64,90,68,0
78,114,63,0
209,138,140,0
46,20,94,0
256,14,25,0
2,108,29,0
6,150,133,0
116,6,148,0
17,84,145,0
29,39,28,0
207,2,89,0
40,131,137,0
97,76,126,0
224,136,51,0
115,32,147,0
229,139,55,0
11,13,96,0
261,14,40,0
277,45,49,0
71,155,27,0
227,86,0,0
187,14,36,0
74,63,93,0
101,113,62,0
63,137,135,0
270,146,6,0
205,111,82,0
32,75,122,0
189,139,102,0
62,55,116,0
37,157,109,0
10,63,137,0
20,28,112,0
178,19,145,0
47,34,88,0
207,151,61,0
104,137,149,0
206,41,10,0
287,82,65,0
167,31,105,0
43,62,18,0
88,90,71,0
237,161,33,0
215,113,16,0
66,115,1,0
171,144,44,0
92,64,23,0
244,111,133,0
40,144,122,0
120,61,90,0
90,36,107,0
225,157,25,0
184,66,101,0
136,29,43,0
138,105,8,0
208,118,133,0
294,29,11,0
23,129,42,0
136,38,100,0
19,93,34,0
262,161,75,0
266,101,7,0
228,37,111,0
240,18,14,0
227,14,25,0
284,87,24,0
95,119,87,0
165,72,144,0
16,106,94,0
151,151,115,0
241,22,106,0
18,80,127,0
117,73,101,0
40,156,102,0
176,169,86,0
169,31,98,0
297,4,123,0
176,90,109,0
165,105,7,0
150,77,16,0
22,40,103,0
258,120,62,0
129,23,107,0
147,170,101,0
4,27,109,0
227,122,34,0
115,138,50,0
66,126,5,0
204,77,11,0
116,134,89,0
117,37,137,0
103,92,20,0
117,0,89,0
227,170,24,0
250,143,105,0
35,46,32,0
280,16,110,0
160,27,110,0
104,143,136,0
89,36,149,0
274,150,69,0
164,87,140,0
40,111,104,0
232,57,132,0
231,32,13,0
293,99,135,0
69,94,22,0
60,108,13,0
284,24,137,0
193,112,66,0
55,33,74,0
56,73,86,0
247,88,26,0
148,96,139,0
101,0,88,0
94,35,11,0
129,118,15,0
54,169,82,0
235,34,114,0
15,11,145,0
143,155,14,0
85,65,79,0
250,162,9,0
95,27,124,0
78,46,85,0
179,118,79,0
36,44,66,0
227,60,144,0
145,121,60,0
33,4,2,0
195,149,49,0
190,132,49,0
215,157,0,0
100,27,122,0
231,85,127,0
139,128,98,0
250,166,43,0
126,55,56,0
45,83,90,0
166,128,46,0
101,42,4,0
209,89,72,0
205,67,22,0
117,69,12,0
70,111,150,0
132,67,55,0
223,49,21,0
80,109,97,0
97,47,7,0
103,129,0,0
1,58,46,0
241,172,2,0
132,33,74,0
198,3,91,0
62,2,106,0
54,89,59,0
257,166,115,0
27,22,93,0
291,139,142,0
172,1,73,0
108,138,24,0
144,44,19,0
139,49,106,0
179,115,142,0
251,122,79,0
56,111,25,0
126,106,30,0
255,99,127,0
172,117,39,0
235,13,68,0
90,135,100,0
146,120,53,0
292,162,6,0
2,174,14,0
174,114,52,0
88,142,75,0
233,167,27,0
231,17,58,0
109,4,82,0
252,136,23,0
217,17,72,0
222,26,76,0
123,7,20,0
199,153,35,0
127,48,59,0
189,71,134,0
171,93,23,0
154,83,40,0
77,90,86,0
87,65,25,0
21,25,11,0
278,73,97,0
42,145,0,0
285,64,13,0
143,115,16,0
212,44,49,0
169,118,49,0
295,64,143,0
58,28,108,0
213,21,31,0
25,127,1,0
134,141,65,0
194,45,102,0
73,170,71,0
95,20,144,0
142,137,102,0
294,53,97,0
142,145,38,0
174,124,116,0
152,48,45,0
183,154,96,0
113,105,93,0
149,73,61,0
290,12,9,0
0,153,91,0
243,11,109,0
48,38,72,0
257,166,10,0
163,136,126,0
213,105,130,0
157,126,41,0
219,113,94,0
141,136,133,0
282,169,120,0
141,51,113,0
39,152,141,0
98,23,38,0
13,87,98,0
280,48,122,0
291,2,66,0
159,154,69,0
105,87,6,0
198,132,132,0
222,16,49,0
258,61,135,0
46,135,130,0
90,55,93,0
156,7,33,0
4,18,150,0
72,108,5,0
56,51,45,0
223,58,137,0
251,47,30,0
186,47,21,0
283,169,115,0
5,31,139,0
72,127,136,0
120,71,54,0
190,22,145,0
22,2,67,0
49,65,49,0
91,120,112,0
257,90,32,0
294,11,18,0
190,74,141,0
155,69,73,0
158,99,0,0
77,144,98,0
92,108,62,0
15,72,62,0
262,172,100,0
153,3,34,0
103,141,57,0
180,91,50,0
215,43,83,0
244,73,71,0
44,56,87,0
146,84,50,0
64,109,55,0
210,72,120,0
167,61,117,0
63,86,40,0
118,98,17,0
170,129,69,0
65,152,149,0
80,68,21,0
136,11,27,0
112,146,140,0
298,57,73,0
80,19,69,0
187,40,77,0
109,167,78,0
34,100,133,0
297,75,136,0
222,57,144,0
236,160,69,0
112,113,20,0
96,173,17,0
240,58,23,0
239,61,63,0
216,7,58,0
255,122,9,0
38,44,136,0
260,42,26,0
207,129,102,0
164,48,125,0
160,34,25,0
17,43,90,0
138,131,4,0
26,143,69,0
141,123,63,0
29,69,93,0
1,112,40,0
215,72,12,0
255,148,1,0
55,161,82,0
160,153,45,0
205,109,40,0
139,27,110,0
258,121,34,0
146,109,134,0
30,20,7,0
201,123,33,0
169,134,151,0
13,100,74,0
132,152,128,0
270,69,70,0
197,25,68,0
250,155,82,0
254,130,116,0
292,151,3,0
274,37,100,0
261,26,86,0
178,89,78,0
86,96,5,0
174,104,55,0
89,68,79,0
59,43,53,0
138,153,128,0
139,147,121,0
222,150,102,0
82,103,121,0
289,55,53,0
151,43,148,0
37,13,107,0
245,120,4,0
175,123,18,0
267,132,90,0
244,20,19,0
108,127,50,0
268,83,102,0
222,47,82,0
255,13,14,0
112,154,137,0
115,33,97,0
89,141,32,0
286,70,76,0
101,167,76,0
233,62,109,0
265,174,54,0
41,121,53,0
21,103,56,0
7,99,79,0
52,101,149,0
79,110,33,0
88,92,79,0
158,116,101,0
40,152,92,0
296,4,85,0
40,62,82,0
284,132,95,0
157,155,80,0
168,90,72,0
61,8,54,0
154,37,34,0
114,108,134,0
148,16,41,0
201,86,33,0
53,155,77,0
225,155,32,0
96,8,149,0
164,20,63,0
218,94,110,0
252,154,1,0
142,126,135,0
97,168,43,0
170,54,86,0
280,158,53,0
276,101,115,0
95,68,92,0
197,69,114,0
98,71,57,0
281,43,83,0
151,67,138,0
85,124,85,0
246,96,93,0
11,99,64,0
1,37,115,0
236,87,50,0
174,15,100,0
268,105,124,0
124,151,149,0
21,149,43,0
264,84,149,0
270,106,24,0
278,51,11,0
49,75,89,0
237,76,100,0
121,74,18,0
192,113,63,0
207,59,38,0
16,130,6,0
148,8,48,0
99,93,145,0
276,62,99,0
271,91,27,0
298,136,17,0
132,14,21,0
11,148,10,0
200,71,47,0
210,15,103,0
47,63,122,0
7,122,91,0
284,111,104,0
83,151,121,0
173,138,97,0
160,54,135,0
259,102,5,0
95,160,109,0
59,142,73,0
6,25,15,0
135,57,109,0
211,59,114,0
176,112,75,0
20,173,36,0
49,169,62,0
260,125,69,0
45,78,16,0
121,153,24,0
156,173,90,0
114,2,37,0
199,3,56,0
83,75,80,0
90,171,5,0
182,5,95,0
217,91,15,0
31,29,11,0
88,142,77,0
121,127,97,0
176,6,125,0
124,154,71,0
40,81,23,0
88,72,151,0
89,142,78,0
195,13,29,0
154,54,51,0
27,40,7,0
189,101,112,0
26,108,69,0
6,17,34,0
288,91,13,0
250,154,112,0
81,144,120,0
177,167,109,0
139,6,52,0
30,46,25,0
131,145,143,0
55,112,135,0
253,110,25,0
77,86,149,0
266,94,38,0
89,31,59,0
106,63,77,0
201,113,143,0
35,57,0,0
163,133,35,0
34,31,60,0
121,141,64,0
