212,86,19,0
296,7,12,0
200,37,12,0
13,50,68,0
97,166,59,0
139,103,88,0
222,173,94,0
131,173,37,0
226,54,78,0
75,40,50,0
177,27,119,0
105,89,133,0
169,32,135,0
7,131,123,0
8,156,54,0
98,27,60,0
84,66,94,0
232,173,48,0
150,10,129,0
171,138,64,0
178,27,82,0
82,40,129,0
157,41,116,0
79,90,121,0
289,144,32,0
136,92,116,0
287,9,105,0
62,127,28,0
137,174,80,0
155,98,78,0
105,33,9,0
14,131,33,0
184,43,139,0
48,72,59,0
41,51,61,0
161,78,8,0
269,59,148,0
213,76,114,0
253,124,142,0
165,61,21,0
216,29,151,0
299,103,106,0
130,148,105,0
40,161,112,0
286,144,85,0
259,110,120,0
116,155,44,0
126,10,97,0
9,99,48,0
181,77,38,0
45,100,18,0
50,96,135,0
217,103,136,0
242,86,98,0
108,2,9,0
135,55,149,0
193,44,131,0
292,148,106,0
299,56,29,0
172,173,124,0
21,35,70,0
133,85,52,0
19,69,105,0
278,64,91,0
213,41,76,0
218,156,83,0
276,18,81,0
115,63,130,0
202,89,99,0
266,106,103,0
208,85,13,0
30,37,85,0
143,121,63,0
98,99,47,0
171,170,5,0
138,150,138,0
20,81,97,0
69,74,10,0
20,104,103,0
26,60,47,0
120,34,103,0
73,3,138,0
129,7,148,0
212,97,103,0
32,109,24,0
282,92,23,0
37,74,113,0
264,95,55,0
29,146,16,0
241,95,70,0
61,128,59,0
67,29,115,0
182,24,96,0
195,94,22,0
235,47,47,0
132,87,69,0
269,141,43,0
158,32,111,0
170,72,147,0
286,129,102,0
273,8,103,0
64,90,68,0
78,114,63,0
209,138,140,0
46,20,94,0
256,14,25,0
2,108,29,0
6,150,133,0
116,6,148,0
17,84,145,0
29,39,28,0
118,137,49,0
11,68,89,0
69,81,91,0
195,95,123,0
130,28,112,0
213,34,39,0
182,168,128,0
254,172,109,0
165,160,73,0
82,72,24,0
256,14,36,0
74,63,93,0
101,113,62,0
63,137,135,0
270,146,6,0
205,111,82,0
32,75,122,0
189,139,102,0
62,55,116,0
37,157,109,0
10,63,137,0
20,28,112,0
178,19,145,0
47,34,88,0
207,151,61,0
104,137,149,0
206,41,10,0
287,82,65,0
167,31,105,0
43,62,18,0
231,145,78,0
173,137,75,0
155,140,117,0
237,2,1,0
171,144,44,0
92,64,23,0
244,111,133,0
40,144,122,0
120,61,90,0
90,36,107,0
225,157,25,0
101,20,116,0
136,29,43,0
138,105,8,0
208,118,133,0
294,29,11,0
23,129,42,0
142,136,38,0
5,88,128,0
279,173,127,0
145,79,86,0
81,154,148,0
135,93,51,0
195,54,14,0
284,87,24,0
95,119,87,0
165,72,144,0
16,106,94,0
151,151,115,0
241,22,106,0
18,80,127,0
117,73,101,0
18,40,102,0
176,169,86,0
169,31,98,0
297,4,123,0
176,90,109,0
165,105,7,0
16,153,10,0
22,40,103,0
258,120,62,0
129,23,107,0
147,170,101,0
4,27,109,0
227,122,34,0
115,138,50,0
66,126,5,0
204,77,11,0
116,134,89,0
117,37,137,0
222,33,103,0
117,0,89,0
227,170,24,0
105,21,105,0
214,137,144,0
256,40,101,0
125,94,21,0
5,68,53,0
36,149,1,0
160,69,138,0
140,120,66,0
189,104,68,0
274,5,57,0
231,32,13,0
293,99,135,0
69,94,22,0
60,108,13,0
284,24,137,0
193,112,66,0
55,33,74,0
56,73,86,0
247,88,26,0
219,125,127,0
182,65,103,0
133,51,149,0
65,147,115,0
149,54,82,0
235,34,114,0
15,11,145,0
219,44,143,0
161,132,85,0
250,162,9,0
95,27,124,0
78,46,85,0
179,118,79,0
36,44,66,0
227,60,144,0
145,121,60,0
33,4,2,0
195,149,49,0
273,141,27,0
206,80,10,0
174,130,60,0
65,49,141,0
10,40,30,0
185,174,33,0
26,157,26,0
162,87,52,0
122,154,149,0
100,85,25,0
162,32,67,0
117,69,12,0
70,111,150,0
132,67,55,0
86,131,147,0
30,2,82,0
77,161,96,0
1,58,46,0
241,172,2,0
132,33,74,0
198,3,91,0
62,2,106,0
54,89,59,0
257,166,115,0
27,22,93,0
291,139,142,0
172,1,73,0
108,138,24,0
144,44,19,0
139,49,106,0
179,115,142,0
251,122,79,0
56,111,25,0
126,106,30,0
255,99,127,0
172,117,39,0
235,13,68,0
135,100,126,0
146,120,53,0
292,162,6,0
2,174,14,0
174,114,52,0
88,142,75,0
113,135,118,0
101,80,94,0
57,84,70,0
236,24,59,0
210,60,26,0
123,7,20,0
199,153,35,0
127,48,59,0
189,71,134,0
171,93,23,0
243,65,83,0
76,70,5,0
65,0,36,0
62,2,23,0
218,127,31,0
213,73,97,0
42,145,0,0
285,64,13,0
222,57,143,0
86,121,143,0
293,25,75,0
153,55,39,0
132,102,119,0
91,34,150,0
262,62,78,0
63,174,131,0
194,45,102,0
6,87,34,0
50,172,143,0
283,21,72,0
67,135,128,0
78,20,64,0
111,20,125,0
293,109,145,0
110,51,89,0
242,29,148,0
260,31,73,0
275,39,70,0
243,11,109,0
48,38,72,0
257,166,10,0
163,136,126,0
213,105,130,0
157,126,41,0
219,113,94,0
141,136,133,0
258,30,78,0
264,99,42,0
17,170,144,0
191,84,0,0
289,106,131,0
71,13,99,0
163,93,80,0
250,57,97,0
67,145,114,0
9,70,19,0
67,22,96,0
155,149,150,0
271,74,6,0
264,162,59,0
296,58,73,0
63,19,66,0
37,103,145,0
271,128,99,0
203,37,128,0
249,164,59,0
18,102,9,0
11,87,117,0
19,94,44,0
135,163,74,0
4,118,94,0
230,89,80,0
254,162,58,0
49,65,49,0
123,91,120,0
257,90,32,0
274,89,10,0
229,141,44,0
201,114,116,0
77,144,98,0
92,108,62,0
15,72,62,0
262,172,100,0
153,3,34,0
103,141,57,0
229,72,91,0
147,164,143,0
298,110,17,0
177,130,6,0
242,96,11,0
38,77,135,0
200,159,48,0
162,120,99,0
72,69,99,0
287,120,79,0
234,83,61,0
66,90,69,0
254,32,12,0
236,68,21,0
136,11,27,0
112,146,140,0
298,57,73,0
275,69,68,0
187,40,77,0
12,109,78,0
34,100,133,0
297,75,136,0
222,57,144,0
236,160,69,0
112,113,20,0
96,173,17,0
177,123,151,0
208,140,125,0
59,139,114,0
108,122,118,0
114,22,38,0
294,145,129,0
180,79,88,0
236,125,76,0
25,58,124,0
17,43,90,0
252,131,4,0
26,143,69,0
123,63,75,0
148,11,29,0
1,112,40,0
215,72,12,0
255,148,1,0
239,41,56,0
156,88,93,0
160,153,45,0
205,109,40,0
240,145,122,0
119,27,31,0
146,109,134,0
30,20,7,0
201,123,33,0
169,134,151,0
13,100,74,0
132,152,128,0
270,69,70,0
123,25,68,0
250,155,82,0
254,130,116,0
292,151,3,0
274,37,100,0
261,26,86,0
178,89,78,0
86,96,5,0
174,104,55,0
74,158,89,0
59,43,53,0
138,153,128,0
139,147,121,0
222,150,102,0
82,103,121,0
289,55,53,0
151,43,148,0
37,13,107,0
245,120,4,0
175,123,18,0
267,132,90,0
244,20,19,0
108,127,50,0
268,83,102,0
222,47,82,0
255,13,14,0
112,154,137,0
115,33,97,0
89,141,32,0
286,70,76,0
101,167,76,0
233,62,109,0
265,174,54,0
41,121,53,0
21,103,56,0
7,99,79,0
52,101,149,0
79,110,33,0
88,92,79,0
101,117,6,0
133,126,139,0
296,4,85,0
40,62,82,0
284,132,95,0
157,155,80,0
168,90,72,0
61,8,54,0
154,37,34,0
114,108,134,0
148,16,41,0
201,86,33,0
53,155,77,0
225,155,32,0
96,8,149,0
134,164,20,0
218,94,110,0
252,154,1,0
142,126,135,0
97,168,43,0
3,78,54,0
280,158,53,0
117,93,114,0
157,117,69,0
98,71,57,0
281,43,83,0
151,67,138,0
85,124,85,0
246,96,93,0
11,99,64,0
225,21,144,0
295,27,124,0
25,120,133,0
200,33,131,0
250,149,116,0
43,50,117,0
149,95,111,0
224,24,148,0
278,51,11,0
49,75,89,0
237,76,100,0
121,74,18,0
192,113,63,0
207,59,38,0
16,130,6,0
148,8,48,0
99,93,145,0
62,165,99,0
271,91,27,0
298,136,17,0
14,21,90,0
10,149,9,0
170,117,89,0
152,53,99,0
14,7,122,0
284,111,104,0
83,151,121,0
173,138,97,0
160,54,135,0
259,102,5,0
291,36,95,0
232,63,3,0
73,110,148,0
237,163,140,0
36,120,14,0
46,101,78,0
40,40,32,0
75,61,144,0
105,114,123,0
233,140,90,0
74,57,78,0
156,173,90,0
114,2,37,0
199,3,56,0
83,75,80,0
90,171,5,0
182,5,95,0
217,91,15,0
31,29,11,0
88,142,77,0
121,127,97,0
176,6,125,0
124,154,71,0
40,81,23,0
249,151,80,0
225,78,1,0
195,13,29,0
154,54,51,0
27,40,7,0
189,101,112,0
191,158,69,0
6,17,34,0
288,91,13,0
250,154,112,0
81,144,120,0
177,167,109,0
123,139,6,0
30,46,25,0
131,145,143,0
55,112,135,0
253,110,25,0
77,86,149,0
266,94,38,0
89,31,59,0
106,63,77,0
201,113,143,0
35,57,0,0
163,133,35,0
34,31,60,0
121,141,64,0
215,126,92,0
119,66,83,0
113,127,51,0
96,64,128,0
